generation,N_shifts,logPrior,logLik,eventRate,acceptRate
3343000,177,1595.16,17245.3,100.745,0.219
3344000,176,1606.74,17272.1,76.0586,0.22
3345000,176,1579.81,17261.2,101.299,0.213
3346000,180,1627.43,17287.3,94.6532,0.234
3347000,181,1646.5,17288.4,82.3098,0.217
3348000,177,1616.31,17295.1,74.7861,0.222
3349000,174,1560.82,17296,95.7819,0.21
3350000,172,1556.33,17316.9,82.381,0.21
3351000,175,1583.66,17312.6,81.211,0.213
3352000,174,1581.86,17316.3,73.1746,0.231
3353000,175,1575.54,17330.7,86.8186,0.219
3354000,177,1604,17322.5,77.4603,0.188
3355000,173,1563.47,17322.9,78.574,0.217
3356000,174,1560.88,17332.8,90.8252,0.21
3357000,173,1558.5,17337.8,80.2435,0.212
3358000,176,1580.07,17348.2,83.009,0.207
3359000,172,1533.25,17347.2,93.1004,0.227
3360000,170,1523.42,17343.7,89.061,0.234
3361000,168,1504.38,17332.2,90.4491,0.234
3362000,163,1453.99,17327.3,89.4048,0.232
3363000,169,1506.31,17319.5,90.7268,0.197
3364000,165,1464.96,17326.4,91.9622,0.223
3365000,160,1437.63,17317,69.4477,0.224
3366000,159,1425.91,17323,69.4477,0.212
3367000,159,1424.52,17325.3,72.6258,0.243
3368000,162,1428.14,17318.1,92.9925,0.223
3369000,165,1461.99,17332.1,92.9925,0.223
3370000,162,1434.96,17350.7,84.7026,0.231
3371000,155,1374.79,17361.3,73.2348,0.229
3372000,159,1418.93,17368.1,71.197,0.211
3373000,156,1387.75,17380.2,82.672,0.213
3374000,157,1395.5,17383.6,84.9919,0.207
3375000,158,1411.83,17368.2,74.4293,0.219
3376000,156,1383.34,17363,76.9954,0.218
3377000,155,1371.17,17375.5,76.718,0.236
3378000,149,1311.29,17367.7,76.7204,0.197
3379000,156,1392.18,17378.4,62.4091,0.201
3380000,154,1349.65,17373.9,88.7502,0.24
3381000,165,1451.89,17343.4,85.0553,0.238
3382000,165,1455.89,17354,85.0553,0.235
3383000,161,1405.46,17336.1,89.634,0.218
3384000,162,1417.6,17344.2,89.634,0.214
3385000,161,1414.64,17336.4,83.2247,0.22
3386000,154,1360.85,17328.5,73.0166,0.214
3387000,151,1320.26,17338.8,81.8353,0.219
3388000,154,1344.99,17343,81.8353,0.206
3389000,150,1332.04,17357.6,73.8418,0.211
3390000,144,1269.37,17379.9,88.6625,0.241
3391000,146,1315.26,17385.3,63.3312,0.203
3392000,140,1242.68,17382,81.0115,0.219
3393000,144,1286.32,17385.8,76.1888,0.224
3394000,147,1318.87,17396.9,73.6142,0.238
3395000,147,1311.69,17384.9,75.0968,0.216
3396000,151,1355.34,17385.3,74.3705,0.215
3397000,148,1334.27,17364.5,65.3486,0.203
3398000,144,1287.89,17357.3,70.014,0.194
3399000,145,1302.47,17354.7,70.014,0.193
3400000,145,1303.38,17349.2,69.8827,0.246
3401000,144,1298.06,17358.1,67.4199,0.217
3402000,145,1305.54,17372.4,69.7326,0.21
3403000,140,1252.89,17385.7,73.4522,0.2
3404000,140,1255.85,17390.7,71.5725,0.216
3405000,143,1282.74,17406.9,74.5287,0.202
3406000,145,1303.7,17423.4,70.166,0.219
3407000,145,1307.99,17451.6,70.166,0.217
3408000,145,1307.3,17458.3,70.4963,0.237
3409000,151,1369.67,17481.5,71.2548,0.218
3410000,149,1348.56,17487.9,70.0199,0.188
3411000,148,1344.57,17489.5,70.0199,0.212
3412000,149,1343.43,17494.1,80.6176,0.186
3413000,154,1398.68,17500.9,76.0226,0.211
3414000,151,1366.94,17484.3,76.0226,0.229
3415000,153,1373.54,17482,79.2381,0.208
3416000,150,1345.15,17494.4,80.4434,0.243
3417000,146,1326.58,17481.5,65.1411,0.206
3418000,148,1338.66,17494.5,67.1609,0.201
3419000,149,1336.45,17494.9,80.432,0.204
3420000,153,1377.61,17475,72.4683,0.229
3421000,153,1364.11,17459.9,88.5617,0.21
3422000,162,1459.24,17448.2,81.0767,0.215
3423000,165,1494.05,17450,81.0767,0.228
3424000,168,1510.16,17448.9,88.8714,0.207
3425000,166,1491.8,17467.8,88.8714,0.183
3426000,156,1400.08,17443.3,76.8755,0.222
3427000,153,1383.01,17444.4,65.6259,0.221
3428000,151,1365.39,17447.7,71.1245,0.217
3429000,142,1278.47,17443.5,71.1245,0.217
3430000,144,1301.57,17457.7,67.7576,0.202
3431000,144,1300.67,17452.7,67.7576,0.219
3432000,141,1262.38,17427.9,77.2722,0.224
3433000,143,1284.72,17415.9,73.5519,0.192
3434000,143,1276.56,17425.5,78.0425,0.218
3435000,139,1244.48,17402.9,72.8139,0.232
3436000,140,1259.76,17391.8,67.7166,0.193
3437000,135,1216.56,17386,63.6867,0.22
3438000,139,1240.08,17403.4,77.5635,0.225
3439000,138,1242.45,17399.3,62.3128,0.226
3440000,135,1200.09,17414.2,73.9046,0.203
3441000,133,1202.44,17413.7,55.1157,0.225
3442000,129,1162.52,17424.3,56.4951,0.207
3443000,136,1210.06,17410.9,66.3232,0.244
3444000,140,1238.19,17423.8,76.4282,0.207
3445000,140,1238.46,17430.8,70.5055,0.226
3446000,142,1258.17,17445.8,70.5055,0.2
3447000,140,1244.57,17445.3,62.3614,0.198
3448000,138,1213.34,17441.8,77.2542,0.231
3449000,136,1194.64,17432.9,73.5041,0.218
3450000,135,1202.53,17430.4,63.6955,0.206
3451000,131,1168.31,17408.9,57.2469,0.208
3452000,131,1165.89,17390.6,57.2469,0.199
3453000,125,1106.79,17357.7,64.8783,0.201
3454000,120,1058.94,17336,62.0667,0.218
3455000,122,1074.09,17319.2,60.3752,0.209
3456000,128,1134.34,17354.6,56.1818,0.219
3457000,133,1170.63,17376.8,67.966,0.211
3458000,136,1191.92,17388.9,73.7448,0.214
3459000,141,1249.99,17402,68.973,0.222
3460000,145,1279.51,17387.3,80.3331,0.185
3461000,139,1241.06,17398,73.4512,0.214
3462000,143,1277.93,17405.2,73.0795,0.22
3463000,141,1261.33,17405.8,66.4914,0.231
3464000,149,1335.37,17414.6,68.8944,0.219
3465000,151,1349.55,17408.5,78.2616,0.231
3466000,145,1292.44,17410.9,76.4635,0.195
3467000,147,1311.5,17408.6,76.2103,0.221
3468000,149,1340.13,17393.9,67.325,0.224
3469000,152,1362.29,17404.5,72.9045,0.185
3470000,153,1367.58,17409.5,72.6692,0.218
3471000,155,1379.5,17393,84.2631,0.209
3472000,147,1305,17369.7,79.5652,0.234
3473000,149,1323.45,17391.3,84.0151,0.209
3474000,149,1328.33,17388.1,75.004,0.198
3475000,148,1317.13,17394,75.6046,0.212
3476000,149,1330.93,17376,72.4478,0.213
3477000,153,1359.26,17392.6,81.7842,0.22
3478000,157,1407.72,17416.7,75.2725,0.224
3479000,159,1409.16,17416.4,84.6712,0.223
3480000,162,1430.97,17425.7,87.4518,0.238
3481000,164,1452.66,17419.6,91.3147,0.21
3482000,162,1434.89,17426.7,91.3147,0.233
3483000,164,1446.87,17431.1,91.3147,0.231
3484000,155,1362.57,17432.5,84.045,0.218
3485000,156,1370.08,17410.1,78.203,0.211
3486000,149,1324.8,17428,66.9274,0.204
3487000,152,1342.72,17433.8,80.1843,0.223
3488000,154,1362.54,17448.8,77.8787,0.208
3489000,157,1390.23,17438.3,73.9921,0.214
3490000,146,1289.72,17443.8,71.571,0.239
3491000,143,1261.96,17456.4,69.5917,0.206
3492000,145,1280.27,17456.9,69.5917,0.202
3493000,145,1295.32,17487.3,59.2077,0.226
3494000,149,1323.28,17488,73.1896,0.213
3495000,151,1330.29,17475.9,77.4192,0.206
3496000,147,1293,17482.7,76.0894,0.22
3497000,145,1293.75,17474.4,66.9769,0.199
3498000,141,1239.64,17470.9,74.1615,0.234
3499000,138,1229.25,17466.1,64.7417,0.229
3500000,137,1221.62,17454.7,66.7125,0.207
3501000,140,1247.39,17462,66.0679,0.184
3502000,143,1271.49,17462.8,69.6206,0.209
3503000,136,1211.52,17461.6,65.5351,0.214
3504000,137,1214.97,17451.3,71.7669,0.226
3505000,140,1243.38,17431.6,75.964,0.199
3506000,144,1283.82,17455.1,75.2151,0.202
3507000,143,1274.88,17442.3,75.2151,0.196
3508000,148,1326.38,17444.8,67.4774,0.22
3509000,153,1348.97,17452.8,89.0579,0.192
3510000,160,1416.58,17440.9,88.9209,0.218
3511000,163,1440.19,17456.2,88.9209,0.223
3512000,160,1430.54,17457.1,72.9076,0.223
3513000,153,1368.17,17455.9,72.9076,0.2
3514000,155,1386.28,17465.2,77.0629,0.215
3515000,156,1401.77,17470.2,72.6941,0.199
3516000,159,1414.47,17473.3,88.743,0.211
3517000,161,1439.63,17501.4,80.6848,0.243
3518000,155,1376.74,17493.5,80.4324,0.234
3519000,154,1378.83,17467.9,71.6015,0.194
3520000,156,1384.15,17474.4,83.7333,0.198
3521000,151,1358.46,17490.1,75.675,0.212
3522000,155,1394.45,17511.4,75.675,0.21
3523000,158,1416.85,17525.8,85.0924,0.206
3524000,148,1329.31,17550.5,72.5135,0.226
3525000,150,1354.7,17545.5,72.5135,0.207
3526000,152,1358.44,17575.2,84.258,0.226
3527000,149,1338.62,17565.2,70.1508,0.193
3528000,144,1294.71,17571.6,68.0646,0.207
3529000,151,1363.09,17583.7,65.79,0.194
3530000,140,1266.46,17587.9,60.7526,0.221
3531000,145,1308.79,17598.2,73.2014,0.221
3532000,148,1345.07,17602.1,65.5335,0.211
3533000,146,1330.39,17585.9,63.7839,0.209
3534000,142,1301.28,17578.4,57.8339,0.222
3535000,140,1273.2,17541.8,66.8944,0.228
3536000,146,1317,17541.1,78.3086,0.198
3537000,150,1353.23,17528.9,80.4722,0.176
3538000,151,1366.32,17547.2,79.5719,0.213
3539000,152,1374.67,17559.2,79.5719,0.221
3540000,154,1399.73,17553.1,74.273,0.213
3541000,154,1390.11,17563,75.4608,0.215
3542000,162,1460.44,17549.6,77.034,0.243
3543000,164,1466.53,17560.5,80.4689,0.206
3544000,167,1485.13,17560.6,86.8654,0.21
3545000,169,1500.62,17555.1,86.8654,0.206
3546000,168,1487.35,17564.6,95.9004,0.194
3547000,163,1459.25,17555.3,82.248,0.243
3548000,165,1480.21,17559.9,84.5138,0.231
3549000,161,1446.54,17550.8,78.6304,0.204
3550000,158,1409.27,17545.8,83.8456,0.218
3551000,155,1379.93,17559,81.4304,0.207
3552000,155,1372.42,17546,87.4985,0.197
3553000,154,1379.59,17527.4,68.0843,0.227
3554000,159,1423.95,17527,68.0843,0.231
3555000,158,1412.51,17531,66.3073,0.195
3556000,160,1423.05,17534.3,80.033,0.213
3557000,156,1378.64,17506.9,81.7171,0.233
3558000,153,1352.18,17486.2,80.6839,0.255
3559000,158,1404.45,17465.7,79.1024,0.207
3560000,154,1379.55,17466.9,66.8937,0.194
3561000,148,1311.29,17475.6,81.24,0.2
3562000,156,1399.14,17494.6,70.923,0.211
3563000,159,1413.67,17506.7,85.5814,0.208
3564000,158,1407.79,17519.8,87.284,0.245
3565000,158,1405.63,17526.5,89.1074,0.219
3566000,158,1423.23,17528.3,68.8692,0.221
3567000,158,1414.37,17535,80.4403,0.226
3568000,155,1386.45,17538.5,76.3403,0.214
3569000,151,1343.76,17536.9,80.6072,0.21
3570000,149,1311.33,17539.7,91.5654,0.203
3571000,151,1349.05,17544.9,71.5589,0.208
3572000,155,1384.4,17547.7,80.5283,0.213
3573000,156,1392.79,17552.8,80.7481,0.207
3574000,160,1431.4,17539.1,80.7481,0.202
3575000,156,1400.46,17565.3,73.9512,0.213
3576000,159,1422.69,17557.1,79.9131,0.187
3577000,153,1364.8,17551.1,83.8689,0.197
3578000,152,1368.61,17556,71.8474,0.215
3579000,155,1391.85,17553.6,71.8474,0.227
3580000,161,1436.5,17550.9,80.3259,0.187
3581000,154,1378.67,17570.9,69.5899,0.209
3582000,153,1367.07,17572.6,74.7862,0.205
3583000,157,1397.9,17566.6,74.7862,0.209
3584000,155,1389.13,17572.9,74.7862,0.21
3585000,157,1410.07,17578.3,71.3965,0.224
3586000,151,1345.59,17579.7,78.4297,0.202
3587000,153,1369.55,17587.7,68.1679,0.229
3588000,147,1299.98,17576.1,76.8735,0.201
3589000,148,1322.31,17578.9,62.8081,0.191
3590000,146,1293.12,17589.3,72.7279,0.2
3591000,152,1359.67,17585.8,65.3444,0.249
3592000,154,1356.68,17568.3,87.1736,0.207
3593000,157,1388.7,17553.7,81.8155,0.232
3594000,162,1443.73,17539.3,81.8155,0.244
3595000,157,1395.61,17533.9,78.7974,0.222
3596000,156,1368.05,17514.3,89.4589,0.205
3597000,147,1295.93,17516.2,79.5189,0.217
3598000,153,1339.28,17509,84.0535,0.217
3599000,159,1400.79,17511.9,77.6225,0.218
3600000,162,1428.85,17526.2,82.1389,0.215
3601000,162,1441.73,17516.3,81.8535,0.199
3602000,157,1396.54,17530,79.273,0.205
3603000,160,1410.37,17533.1,95.3465,0.222
3604000,164,1447.42,17528.1,94.6321,0.195
3605000,158,1408.14,17534.7,80.0079,0.194
3606000,155,1382.7,17543.2,80.0079,0.207
3607000,156,1383.24,17544.3,84.6287,0.229
3608000,155,1376.13,17528.1,84.6287,0.225
3609000,155,1397.49,17523.1,72.8638,0.221
3610000,151,1343.69,17528.3,86.4069,0.213
3611000,145,1300.98,17540.1,85.8145,0.222
3612000,150,1365.77,17537.9,67.994,0.193
3613000,149,1340.94,17523.7,79.6333,0.222
3614000,145,1322.92,17519.5,61.1527,0.22
3615000,143,1297.37,17522.1,67.0735,0.216
3616000,144,1287.3,17530.2,83.3982,0.213
3617000,149,1337.33,17520.2,78.7283,0.208
3618000,151,1353.74,17521.2,78.4138,0.192
3619000,149,1339.22,17532.2,71.1968,0.215
3620000,147,1333.27,17545.2,62.4613,0.21
3621000,154,1384.43,17557.8,83.6832,0.217
3622000,153,1384.75,17563.5,70.8506,0.192
3623000,154,1375.77,17566.8,82.9882,0.22
3624000,153,1388.99,17579.2,66.9251,0.204
3625000,150,1350.34,17580.4,80.2663,0.22
3626000,144,1298.31,17553.9,72.3363,0.194
3627000,143,1287.07,17558,76.5841,0.211
3628000,146,1314.01,17561.3,76.5841,0.2
3629000,152,1360.52,17567.4,76.2433,0.232
3630000,147,1320.08,17538.8,67.1728,0.211
3631000,146,1313.24,17547.1,64.8669,0.203
3632000,150,1351.44,17576.7,64.2889,0.22
3633000,147,1316.74,17583.8,70.1334,0.213
3634000,144,1292.64,17591,70.3289,0.208
3635000,147,1309.56,17599.2,78.5063,0.214
3636000,145,1304.66,17587.9,62.8578,0.205
3637000,147,1317.95,17603.2,66.2547,0.21
3638000,144,1282.19,17609.5,71.5645,0.181
3639000,145,1306.82,17613.5,66.7718,0.201
3640000,143,1292.78,17613.5,61.6932,0.198
3641000,141,1274.99,17617.3,60.9667,0.197
3642000,133,1189.34,17600.8,73.7657,0.2
3643000,132,1172.49,17572.7,73.7657,0.214
3644000,133,1197.84,17581,56.3508,0.202
3645000,138,1225.72,17585.2,72.8174,0.224
3646000,141,1250.16,17571.4,72.8191,0.193
3647000,144,1285.56,17592.8,70.8657,0.216
3648000,148,1311.46,17583.1,79.9965,0.205
3649000,156,1401.63,17577.8,64.2857,0.216
3650000,154,1371.2,17571.3,73.2114,0.195
3651000,153,1350.4,17572.3,79.9142,0.198
3652000,155,1375.47,17583,72.8683,0.202
3653000,158,1406.46,17583.9,73.8027,0.214
3654000,155,1361.1,17578.1,80.4097,0.225
3655000,149,1316.12,17574.3,67.7389,0.201
3656000,147,1296.14,17580.2,70.7632,0.22
3657000,151,1330.14,17581.8,70.7632,0.208
3658000,153,1346.83,17550.4,70.7632,0.213
3659000,155,1351.41,17540.7,83.6933,0.184
3660000,156,1383.1,17526.6,68.8562,0.207
3661000,150,1331.61,17529.4,71.05,0.216
3662000,155,1370.62,17558,74.951,0.222
3663000,159,1402.54,17560.8,84.6255,0.213
3664000,156,1372.24,17569.8,88.6492,0.22
3665000,150,1340.51,17549.9,77.4161,0.233
3666000,153,1364.93,17548.5,76.9533,0.205
3667000,157,1406.44,17552.8,76.9533,0.211
3668000,154,1377.02,17562.2,71.4326,0.203
3669000,153,1360.76,17560,82.6262,0.192
3670000,162,1449.45,17566,78.576,0.224
3671000,159,1419.03,17576.7,81.069,0.21
3672000,156,1393.43,17576.4,72.5548,0.213
3673000,155,1383.61,17575.2,72.1967,0.202
3674000,161,1434.72,17567.7,75.6522,0.238
3675000,161,1431.42,17594,79.3817,0.231
3676000,169,1504.66,17586.8,84.7839,0.21
3677000,167,1499.64,17590.3,68.766,0.193
3678000,164,1444.39,17603,95.453,0.212
3679000,162,1441.02,17595.5,80.6607,0.21
3680000,161,1429.3,17596.9,82.774,0.196
3681000,158,1397.96,17599.3,86.761,0.207
3682000,158,1394.29,17603.8,85.021,0.207
3683000,158,1397.32,17622.9,81.174,0.204
3684000,157,1395.94,17611.9,78.1807,0.205
3685000,156,1394.69,17610.3,69.8336,0.198
3686000,160,1430.08,17604.9,78.8881,0.235
3687000,162,1445.48,17587.6,76.9255,0.216
3688000,161,1440.33,17615.4,75.3743,0.219
3689000,162,1444.91,17609.5,78.5792,0.222
3690000,157,1396.26,17640.9,82.6842,0.211
3691000,156,1388.84,17633.9,80.2634,0.224
3692000,159,1428.53,17627.4,74.1235,0.212
3693000,157,1403.31,17626.7,82.005,0.21
3694000,168,1491.59,17617,97.0932,0.237
3695000,165,1478.12,17603.3,83.9127,0.22
3696000,165,1487.06,17609.9,76.5778,0.228
3697000,166,1490.3,17604.6,82.9442,0.207
3698000,163,1452.9,17599.2,80.9725,0.204
3699000,153,1353.19,17582.2,84.3861,0.216
3700000,154,1363.68,17573.3,88.406,0.216
3701000,151,1335.47,17593.8,86.5299,0.213
3702000,160,1419.2,17597,86.5299,0.193
3703000,165,1463.51,17586.5,84.371,0.246
3704000,168,1493.77,17571.5,80.5585,0.203
3705000,170,1517.68,17572.9,76.3892,0.229
3706000,168,1479.52,17581.7,87.4963,0.207
3707000,165,1460.73,17596.4,76.7166,0.222
3708000,160,1413.39,17595.8,78.0298,0.219
3709000,164,1450.82,17601.8,80.8626,0.203
3710000,163,1451.71,17620.9,76.6937,0.218
3711000,162,1447.29,17624.5,76.6937,0.217
3712000,158,1409.7,17630.2,75.7836,0.196
3713000,156,1398.89,17615.7,74.7811,0.21
3714000,160,1411.37,17642,95.5217,0.204
3715000,157,1392.42,17659.2,87.8342,0.203
3716000,149,1322.31,17654,80.6422,0.21
3717000,147,1304.32,17648.1,78.1349,0.225
3718000,142,1267.68,17644.1,67.8583,0.197
3719000,142,1265.01,17646,69.1045,0.211
3720000,139,1231.99,17651.4,67.1799,0.198
3721000,143,1269.08,17641.1,72.001,0.214
3722000,142,1255.07,17634.9,77.6751,0.219
3723000,146,1281.48,17646,77.9728,0.203
3724000,150,1321.4,17637.1,71.4647,0.194
3725000,150,1323.25,17643.3,71.4647,0.225
3726000,150,1327.03,17640.8,71.6957,0.233
3727000,157,1399.7,17658.3,71.6957,0.207
3728000,153,1350.66,17667.4,77.3916,0.206
3729000,152,1343.15,17673.9,77.2929,0.205
3730000,153,1359.56,17664.3,72.9004,0.212
3731000,154,1375.14,17660.6,70.5226,0.21
3732000,150,1327.7,17661.8,76.5908,0.219
3733000,153,1352.48,17654.6,78.1211,0.204
3734000,154,1366.31,17662.9,73.84,0.184
3735000,156,1380.93,17664.8,74.6354,0.231
3736000,155,1364.29,17686.5,81.388,0.2
3737000,154,1363.81,17684.6,76.7374,0.206
3738000,159,1412.91,17664.9,78.9687,0.233
3739000,163,1456.52,17663.1,78.9687,0.218
3740000,158,1406.85,17655.7,78.9687,0.207
3741000,158,1405.47,17662.8,78.9687,0.196
3742000,157,1391.25,17673.3,91.3503,0.2
3743000,160,1440.15,17667,65.8837,0.227
3744000,159,1419.27,17679,78.1686,0.194
3745000,159,1407.18,17670.3,87.2856,0.204
3746000,160,1426.52,17666.1,74.831,0.191
3747000,158,1397.01,17668.7,76.9564,0.216
3748000,163,1446.78,17655,81.248,0.209
3749000,161,1440.75,17654.7,70.9588,0.202
3750000,156,1382.17,17658.4,84.1011,0.226
3751000,153,1337.34,17670.1,91.9818,0.22
3752000,158,1393.25,17684.1,79.9678,0.215
3753000,156,1376.78,17678.7,79.9678,0.203
3754000,155,1371.12,17680.2,73.0755,0.214
3755000,159,1410.29,17688.3,69.9734,0.199
3756000,163,1437.14,17679.1,77.425,0.203
3757000,166,1475.05,17705.4,77.425,0.203
3758000,168,1495.48,17705.2,78.8054,0.2
3759000,174,1543.86,17698.9,80.349,0.233
3760000,175,1555.25,17700.4,80.349,0.204
3761000,172,1515.01,17700.1,90.5296,0.226
3762000,173,1529.75,17712.7,90.5296,0.213
3763000,178,1577.19,17716.7,85.7066,0.224
3764000,180,1596.36,17715.6,84.6688,0.21
3765000,181,1599.87,17723.6,91.206,0.192
3766000,186,1659.14,17731.6,80.4917,0.191
3767000,185,1630.47,17721.5,99.3534,0.194
3768000,177,1557.51,17731,99.3534,0.2
3769000,170,1503.97,17722.4,89.2063,0.208
3770000,170,1509.33,17733.4,89.2063,0.216
3771000,174,1551.99,17722.2,77.4381,0.209
3772000,174,1527.79,17724.3,95.8437,0.223
3773000,178,1573.91,17737.8,89.793,0.223
3774000,177,1561.65,17740.8,89.793,0.234
3775000,175,1556,17751.3,79.7522,0.214
3776000,181,1611.17,17757.4,79.7522,0.218
3777000,184,1629.54,17759.3,92.1784,0.199
3778000,184,1628.79,17757.3,93.8981,0.206
3779000,187,1650.12,17752,99.5141,0.215
3780000,191,1682.04,17762.3,101.365,0.225
3781000,194,1710.09,17753.6,103.606,0.224
3782000,191,1678.91,17747,104.128,0.242
3783000,193,1713.12,17754.4,98.4537,0.191
3784000,191,1694.48,17753.5,98.4537,0.245
3785000,183,1632.29,17766,84.589,0.208
3786000,180,1592.65,17776.2,97.7036,0.185
3787000,181,1610.42,17782.7,85.8623,0.207
3788000,175,1551.17,17776,88.6696,0.234
3789000,180,1597.82,17769.1,88.6696,0.204
3790000,179,1593.41,17771.6,85.5946,0.247
3791000,167,1482.17,17773.1,78.5607,0.208
3792000,168,1494.2,17765.3,78.9523,0.223
3793000,167,1474.47,17762.3,87.4625,0.199
3794000,165,1463.01,17765.6,80.3088,0.207
3795000,162,1438.17,17761.4,80.3088,0.207
3796000,162,1441.74,17755.5,76.7323,0.236
3797000,169,1496.9,17754.7,88.603,0.205
3798000,177,1570.61,17744.1,95.2498,0.196
3799000,172,1527.3,17743.8,86.8594,0.232
3800000,170,1511.86,17750.9,86.8594,0.214
3801000,170,1514.29,17757.7,86.9152,0.211
3802000,173,1545.82,17755.1,86.5809,0.203
3803000,175,1575.29,17764.5,73.4667,0.218
3804000,170,1513.27,17765.2,90.1912,0.23
3805000,169,1512.45,17798.1,88.1243,0.213
3806000,166,1473.33,17812.3,93.7003,0.235
3807000,174,1568.68,17830.1,79.4409,0.216
3808000,173,1553.74,17837,88.5081,0.198
3809000,171,1531.38,17837.1,87.9288,0.213
3810000,168,1500.61,17822.7,89.987,0.197
3811000,167,1493.93,17839.7,85.9639,0.206
3812000,166,1491.93,17868.1,78.439,0.2
3813000,164,1472.8,17887,78.439,0.184
3814000,167,1500.32,17900,78.439,0.207
3815000,168,1489.82,17905.4,94.3662,0.201
3816000,169,1510.8,17901.9,87.9415,0.214
3817000,168,1502.14,17896.3,83.9404,0.212
3818000,166,1500.13,17882.8,72.5536,0.194
3819000,169,1517.24,17886.2,88.8534,0.219
3820000,174,1557.38,17886.9,96.3696,0.198
3821000,172,1543.29,17881.6,94.9767,0.224
3822000,175,1584.52,17877.4,78.3186,0.201
3823000,174,1559.78,17868.1,90.0213,0.225
3824000,178,1596.25,17861.4,91.0486,0.243
3825000,178,1596.39,17862.6,86.6195,0.209
3826000,178,1605.51,17862.9,80.7195,0.224
3827000,171,1528.91,17860.7,90.6981,0.223
3828000,162,1444.47,17846.5,88.7664,0.205
3829000,162,1453.32,17855.7,76.1205,0.211
3830000,162,1446.57,17864.6,79.6575,0.194
3831000,161,1439.28,17848.6,79.6575,0.209
3832000,161,1439.51,17847.8,73.8719,0.225
3833000,165,1480.54,17846.1,73.3798,0.207
3834000,166,1468.66,17850.5,89.3216,0.21
3835000,168,1487.94,17867.9,87.8593,0.198
3836000,164,1448.12,17894.4,85.4752,0.202
3837000,169,1501.28,17880.8,74.3095,0.211
3838000,168,1460.82,17894.9,98.4065,0.223
3839000,166,1466.79,17899.8,79.9789,0.185
3840000,165,1447.8,17887.4,86.5105,0.206
3841000,166,1456.37,17916.6,85.6982,0.208
3842000,163,1434.7,17920.2,80.2236,0.194
3843000,163,1439.87,17916.8,83.0169,0.217
3844000,154,1356.88,17901.7,83.0169,0.207
3845000,151,1339.12,17903.6,78.5077,0.207
3846000,153,1356.4,17908.8,79.7345,0.217
3847000,147,1313.56,17898.6,71.6555,0.209
3848000,146,1307.18,17899.7,62.6813,0.207
3849000,150,1329.89,17894.7,77.2406,0.242
3850000,150,1331.42,17900.8,74.6975,0.241
3851000,154,1375.52,17911.9,65.9841,0.217
3852000,150,1326.55,17909.4,80.626,0.232
3853000,153,1349.59,17910.1,85.9685,0.187
3854000,155,1374.5,17916,81.8982,0.213
3855000,150,1328.15,17908.5,78.3716,0.189
3856000,152,1339.17,17904.1,78.3716,0.211
3857000,152,1341.78,17908.3,73.1282,0.198
3858000,152,1335.34,17931.4,76.1633,0.22
3859000,154,1345.66,17966.3,78.2665,0.19
3860000,158,1393.95,17965.3,78.2665,0.217
3861000,160,1417.8,17965.6,78.2665,0.18
3862000,158,1407.66,17964.5,70.6454,0.209
3863000,163,1440.64,17949.7,91.3654,0.205
3864000,160,1422.19,17952.9,76.7995,0.223
3865000,167,1488.99,17948.1,82.8796,0.219
3866000,172,1533.1,17950.7,82.8796,0.224
3867000,174,1546.42,17939.7,91.6679,0.22
3868000,177,1572.37,17923.5,96.6916,0.207
3869000,179,1586.94,17920.4,102.972,0.183
3870000,175,1561.93,17928.9,94.7165,0.185
3871000,169,1520.76,17929.5,79.3433,0.209
3872000,171,1542.49,17916.4,81.2781,0.217
3873000,164,1474.65,17918.5,80.5804,0.202
3874000,164,1462.31,17934.3,93.7177,0.203
3875000,165,1479.89,17938.9,83.9324,0.215
3876000,162,1447.27,17923.6,86.5844,0.207
3877000,157,1408.98,17925.9,76.9773,0.198
3878000,158,1420.48,17923.6,76.9773,0.206
3879000,158,1425.67,17900.8,74.0126,0.218
3880000,160,1444.84,17908.8,74.0126,0.202
3881000,160,1432.14,17904.7,89.7347,0.214
3882000,156,1400.78,17924.4,82.6605,0.201
3883000,155,1400.72,17902.6,75.8538,0.209
3884000,154,1391.79,17903.2,70.5512,0.235
3885000,153,1367.62,17885.4,83.0201,0.232
3886000,150,1347.27,17890.5,70.9934,0.213
3887000,148,1328.45,17871.4,73.4166,0.19
3888000,150,1354.09,17876.8,66.3944,0.225
3889000,152,1369.1,17873.7,73.5766,0.211
3890000,153,1369.39,17881.6,81.4629,0.233
3891000,150,1347.07,17887.1,73.8139,0.22
3892000,153,1369.41,17918.1,74.6543,0.21
3893000,152,1354.95,17924.6,70.9605,0.205
3894000,157,1402.17,17909.6,68.0492,0.214
3895000,156,1398.9,17900.2,74.7786,0.199
3896000,156,1391.2,17909.1,77.802,0.209
3897000,164,1473.48,17914.3,77.886,0.213
3898000,157,1417.25,17910.9,73.4525,0.206
3899000,156,1403.49,17915.8,77.2146,0.187
3900000,156,1399.25,17912.8,76.6355,0.219
3901000,147,1308.09,17893,78.6994,0.196
3902000,149,1324.63,17868.7,83.1186,0.223
3903000,139,1246.57,17850.3,59.5685,0.209
3904000,137,1200.39,17870,84.1006,0.186
3905000,140,1252.87,17871.3,62.6161,0.197
3906000,143,1277.06,17878.2,70.6725,0.211
3907000,150,1338.21,17893.6,70.6725,0.2
3908000,152,1346.57,17908,84.4033,0.21
3909000,157,1389.19,17912.4,85.6791,0.204
