generation,N_shifts,logPrior,logLik,eventRate,acceptRate
2028000,146,-1442,-98548.1,78.4962,0.1
2029000,148,-1451.26,-98549.9,70.9117,0.088
2030000,150,-1468.19,-98568.6,70.2237,0.12
2031000,152,-1486.25,-98557.1,72.2972,0.087
2032000,153,-1510.74,-98546.4,87.2686,0.084
2033000,154,-1507.19,-98542.9,77.6062,0.099
2034000,151,-1475.46,-98529.2,68.4705,0.104
2035000,145,-1446.91,-98516.9,78.7729,0.103
2036000,142,-1414.88,-98507.4,73.2871,0.105
2037000,143,-1420.83,-98513.8,68.8211,0.118
2038000,144,-1432.65,-98509.5,69.3022,0.091
2039000,143,-1421.77,-98492.3,67.6198,0.121
2040000,144,-1427.57,-98480.3,76.1076,0.095
2041000,146,-1442.3,-98459.1,78.0675,0.084
2042000,149,-1462.17,-98468.2,75.046,0.098
2043000,148,-1447.64,-98469.7,72.365,0.087
2044000,147,-1447.94,-98462.7,71.6888,0.093
2045000,147,-1445.56,-98455.8,71.6888,0.09
2046000,138,-1382.71,-98460.3,73.5576,0.078
2047000,137,-1365.1,-98441.9,64.2575,0.097
2048000,135,-1355.27,-98447.5,72.654,0.096
2049000,132,-1326.68,-98429.4,66.2415,0.08
2050000,130,-1299.7,-98430.8,64.5706,0.097
2051000,132,-1307.77,-98431.5,56.5765,0.1
2052000,131,-1309.96,-98424.4,56.5765,0.085
2053000,133,-1342.69,-98425.7,71.3542,0.105
2054000,132,-1334.54,-98422.7,70.1357,0.09
2055000,133,-1340.57,-98417.5,64.2596,0.098
2056000,135,-1362.93,-98412.1,68.758,0.104
2057000,133,-1343.89,-98401.4,67.1142,0.094
2058000,139,-1395.77,-98400.4,67.1142,0.084
2059000,139,-1383.73,-98385.6,63.0598,0.102
2060000,139,-1400.82,-98377.5,77.1595,0.104
2061000,140,-1393.4,-98354.2,68.4354,0.095
2062000,143,-1412.2,-98349.1,68.4354,0.096
2063000,138,-1376.44,-98321,70.4866,0.093
2064000,139,-1387.33,-98325.6,74.9631,0.103
2065000,140,-1394.04,-98316.8,74.9631,0.101
2066000,136,-1370.48,-98312.8,82.6654,0.1
2067000,139,-1394.16,-98316.1,76.7323,0.109
2068000,139,-1395.96,-98304.7,76.7323,0.096
2069000,140,-1392.77,-98304.1,61.7814,0.085
2070000,142,-1406.3,-98301.6,63.3355,0.098
2071000,142,-1414.97,-98302.7,74.2596,0.097
2072000,147,-1459.28,-98315.7,74.2596,0.089
2073000,147,-1452.7,-98316,67.9866,0.092
2074000,146,-1442.81,-98314.2,70.8137,0.098
2075000,144,-1430.99,-98316.1,70.8137,0.088
2076000,141,-1404.81,-98301.5,70.8137,0.086
2077000,148,-1457.05,-98290.6,68.717,0.101
2078000,149,-1462.44,-98298.1,65.0352,0.085
2079000,152,-1505.91,-98302.1,82.6893,0.124
2080000,153,-1501.93,-98309.5,71.456,0.11
2081000,148,-1464.82,-98310.2,72.8933,0.106
2082000,147,-1452.51,-98307,72.8933,0.093
2083000,147,-1457.57,-98307.1,73.7994,0.101
2084000,148,-1466.45,-98308.8,73.7994,0.09
2085000,146,-1451.19,-98320.2,82.2332,0.121
2086000,148,-1458.17,-98324.7,74.472,0.108
2087000,146,-1446.67,-98331.1,72.9424,0.111
2088000,144,-1439.97,-98335.7,82.5927,0.085
2089000,149,-1470.38,-98329.1,67.694,0.099
2090000,149,-1473.38,-98311.1,71.6812,0.107
2091000,148,-1469.02,-98313.5,75.5239,0.09
2092000,149,-1490.1,-98302.4,86.626,0.086
2093000,153,-1499.87,-98298.1,67.4131,0.101
2094000,152,-1485.08,-98289.1,62.9153,0.116
2095000,148,-1468.18,-98276.9,80.8658,0.106
2096000,147,-1463.62,-98279.2,83.811,0.108
2097000,147,-1442.97,-98264.7,62.5368,0.095
2098000,151,-1496.53,-98269.1,78.8842,0.085
2099000,150,-1476.97,-98268.3,73.1701,0.096
2100000,153,-1507.29,-98270.1,80.1593,0.099
2101000,144,-1430.49,-98255.9,70.6051,0.096
2102000,147,-1462.02,-98215.4,83.5397,0.093
2103000,147,-1451.27,-98200.7,68.2918,0.091
2104000,145,-1432.95,-98160.8,64.1282,0.105
2105000,145,-1442.35,-98155.7,71.6966,0.104
2106000,147,-1464.47,-98131.3,75.0487,0.114
2107000,148,-1470.12,-98116.6,72.1395,0.1
2108000,145,-1445.99,-98103.4,72.1395,0.092
2109000,147,-1466.38,-98050.9,72.1395,0.1
2110000,146,-1455.03,-98046.4,69.4759,0.08
2111000,142,-1432.87,-98046.3,72.6639,0.106
2112000,141,-1415.06,-98059.7,67.703,0.107
2113000,140,-1414.13,-98055.7,72.3271,0.111
2114000,143,-1430.27,-98051.5,67.1657,0.106
2115000,144,-1432.84,-98053.8,67.1657,0.099
2116000,142,-1434.29,-98035.5,80.8139,0.101
2117000,140,-1423.92,-98032.1,78.8115,0.101
2118000,143,-1457.24,-97996.2,65.8344,0.096
2119000,140,-1444.7,-97986.7,69.4534,0.088
2120000,139,-1445.3,-97979,73.2114,0.099
2121000,139,-1448.53,-97976,70.1039,0.104
2122000,140,-1449.95,-97979,69.3607,0.097
2123000,138,-1436.67,-97969.4,69.3607,0.104
2124000,142,-1472.62,-97961.3,75.5722,0.102
2125000,147,-1510.51,-97968.7,76.8234,0.11
2126000,149,-1506.07,-97957.5,64.2161,0.097
2127000,144,-1467.93,-97959.5,68.9448,0.101
2128000,140,-1428.23,-97948.2,63.5049,0.102
2129000,138,-1420.9,-97946.9,69.4373,0.096
2130000,143,-1464.67,-97959.8,78.408,0.094
2131000,146,-1465.61,-97965.6,66.7104,0.1
2132000,149,-1500.04,-97960.7,76.5225,0.1
2133000,144,-1459.03,-97956.9,72.8526,0.113
2134000,144,-1447.9,-97944.1,61.3611,0.095
2135000,146,-1479.08,-97930.3,68.9821,0.097
2136000,142,-1445.6,-97931.6,70.9621,0.094
2137000,144,-1464.19,-97939.4,72.1603,0.099
2138000,145,-1486.58,-97923.4,83.6695,0.088
2139000,145,-1466.55,-97925.8,63.0512,0.098
2140000,145,-1478.54,-97936.8,72.2889,0.099
2141000,141,-1447.08,-97938.7,78.0854,0.092
2142000,139,-1438.77,-97925.8,83.5985,0.094
2143000,135,-1389.78,-97921.5,63.5152,0.087
2144000,135,-1388.03,-97914.6,63.004,0.099
2145000,135,-1397.93,-97913.8,71.987,0.11
2146000,136,-1400.65,-97905.6,65.5931,0.083
2147000,136,-1404.31,-97908.4,70.3274,0.096
2148000,134,-1372.48,-97896,61.2732,0.095
2149000,132,-1366.66,-97902.1,69.4366,0.102
2150000,135,-1386.65,-97896.3,66.4592,0.09
2151000,138,-1416.86,-97887.5,72.3325,0.103
2152000,140,-1433.6,-97886,72.3325,0.1
2153000,137,-1414.5,-97892,70.9464,0.092
2154000,132,-1375.29,-97887.6,70.2937,0.095
2155000,132,-1366.22,-97891.9,68.0669,0.108
2156000,131,-1350.87,-97887.8,65.0895,0.095
2157000,134,-1366.13,-97885.8,59.4414,0.084
2158000,134,-1372.56,-97871.7,69.7819,0.081
2159000,140,-1426.39,-97872.1,71.9875,0.098
2160000,139,-1414.83,-97867.9,70.1938,0.095
2161000,139,-1409.85,-97856.8,70.1938,0.092
2162000,144,-1451.16,-97850.3,70.97,0.097
2163000,147,-1480.81,-97843.1,80.6199,0.08
2164000,148,-1472.68,-97857.9,72.4497,0.103
2165000,146,-1464.72,-97862.8,78.4026,0.085
2166000,144,-1450.12,-97840.8,78.4026,0.079
2167000,146,-1468.59,-97842.2,78.4026,0.079
2168000,146,-1464.24,-97849.9,77.9274,0.101
2169000,146,-1470.45,-97848.6,82.1262,0.101
2170000,149,-1489.88,-97836,74.6286,0.094
2171000,146,-1462.56,-97848.7,65.4611,0.1
2172000,145,-1461.53,-97849,77.785,0.088
2173000,144,-1443.77,-97853.8,68.1648,0.115
2174000,148,-1485.53,-97860.3,74.7897,0.095
2175000,143,-1448.2,-97859.9,82.0999,0.11
2176000,138,-1398.11,-97850.4,68.6659,0.101
2177000,137,-1385.4,-97853.6,62.0984,0.087
2178000,141,-1421.82,-97858.8,68.2651,0.096
2179000,143,-1443.56,-97848,72.9773,0.103
2180000,143,-1441.84,-97848,70.0427,0.1
2181000,145,-1453.31,-97842.4,63.634,0.095
2182000,143,-1449.98,-97833.9,71.4045,0.106
2183000,140,-1428.96,-97831.3,74.2185,0.108
2184000,136,-1392.64,-97831.9,65.9489,0.105
2185000,135,-1376.77,-97817.1,56.6886,0.107
2186000,138,-1403.84,-97815.4,60.8735,0.113
2187000,138,-1420.12,-97804.4,76.4786,0.092
2188000,139,-1423.69,-97815.5,69.5637,0.093
2189000,137,-1408.84,-97810.3,69.5637,0.089
2190000,142,-1445.67,-97814.5,61.1325,0.106
2191000,143,-1458.85,-97804.7,68.4495,0.104
2192000,141,-1439.97,-97798.4,75.1922,0.085
2193000,142,-1445.72,-97803.3,72.1407,0.1
2194000,139,-1417.93,-97801.4,66.7134,0.086
2195000,139,-1414.3,-97796.8,67.2708,0.111
2196000,137,-1396.67,-97797.3,67.2708,0.096
2197000,139,-1410.35,-97798,64.891,0.102
2198000,139,-1416.63,-97799.5,73.9775,0.091
2199000,141,-1420.16,-97796.7,66.8009,0.097
2200000,141,-1423.56,-97792.8,69.4606,0.095
2201000,142,-1435.03,-97794.5,69.9967,0.113
2202000,136,-1388.4,-97792.4,69.986,0.106
2203000,136,-1384.96,-97781.7,69.986,0.102
2204000,137,-1392.38,-97765,67.2269,0.095
2205000,138,-1394.34,-97764.5,70.9764,0.089
2206000,140,-1395.84,-97760.1,60.3213,0.103
2207000,142,-1414.87,-97771.9,69.1415,0.08
2208000,144,-1427.9,-97768.1,69.1415,0.102
2209000,143,-1422.51,-97765.5,69.1415,0.088
2210000,146,-1447.45,-97767.5,73.1421,0.103
2211000,147,-1458.25,-97767.9,73.1421,0.099
2212000,151,-1500.27,-97736.3,73.1421,0.098
2213000,152,-1512.9,-97744.6,80.6853,0.115
2214000,146,-1450.85,-97731.4,63.8399,0.093
2215000,147,-1474.84,-97727.4,80.2759,0.103
2216000,152,-1519.2,-97739.5,78.4398,0.111
2217000,148,-1480.57,-97730.3,67.1772,0.106
2218000,147,-1484.67,-97724.2,76.9474,0.104
2219000,146,-1464.91,-97714.1,65.118,0.096
2220000,144,-1464.25,-97709.1,74.3923,0.099
2221000,144,-1462.58,-97704.7,74.9421,0.108
2222000,143,-1449.42,-97684.3,74.917,0.1
2223000,142,-1446.17,-97675.6,77.4136,0.095
2224000,145,-1466.74,-97653,73.1145,0.099
2225000,143,-1444.88,-97654.2,64.6445,0.072
2226000,142,-1441.73,-97649,64.041,0.108
2227000,139,-1426.56,-97642,74.629,0.111
2228000,139,-1421.17,-97633.7,67.8266,0.087
2229000,138,-1399.81,-97621.7,59.7351,0.097
2230000,140,-1423.89,-97622.2,70.0651,0.103
2231000,138,-1408.29,-97622.1,68.3794,0.092
2232000,143,-1443.18,-97619.9,68.3794,0.1
2233000,143,-1449.46,-97612.8,72.3099,0.092
2234000,146,-1472.18,-97580.9,72.3099,0.09
2235000,150,-1508.43,-97581.2,80.1287,0.082
2236000,150,-1506.34,-97579.1,79.7935,0.1
2237000,148,-1479.69,-97564.9,74.5928,0.098
2238000,147,-1488.3,-97562.4,86.5335,0.078
2239000,155,-1540.66,-97560.9,73.0853,0.092
2240000,159,-1584.99,-97543.9,86.1097,0.11
2241000,159,-1589.59,-97551.7,87.0405,0.093
2242000,155,-1543.48,-97535.5,73.7454,0.1
2243000,159,-1577.22,-97530.5,82.4845,0.109
2244000,162,-1594.86,-97535,72.1368,0.109
2245000,160,-1607.46,-97535,93.3671,0.108
2246000,155,-1549.11,-97533,73.5305,0.1
2247000,156,-1564.39,-97533.5,80.6766,0.121
2248000,156,-1570.55,-97522.1,85.9799,0.104
2249000,156,-1561.4,-97518.1,78.509,0.083
2250000,154,-1539.81,-97525.2,68.8438,0.102
2251000,155,-1554.11,-97520.6,72.4272,0.095
2252000,152,-1539.93,-97521.1,83.1801,0.092
2253000,154,-1553.97,-97504.9,72.0019,0.103
2254000,156,-1583.85,-97515.8,81.3923,0.099
2255000,153,-1552.46,-97504.3,76.1031,0.103
2256000,150,-1529.25,-97501.2,76.1031,0.094
2257000,148,-1502.43,-97503.4,70.4215,0.092
2258000,151,-1534.12,-97486.6,80.7636,0.099
2259000,152,-1529.08,-97478.8,63.4536,0.101
2260000,151,-1521.21,-97484.4,63.4536,0.111
2261000,145,-1475.3,-97472.4,62.461,0.094
2262000,146,-1496.9,-97475.4,75.3983,0.097
2263000,143,-1475.01,-97465.2,88.5927,0.109
2264000,144,-1452.05,-97458.5,59.1529,0.09
2265000,140,-1435.6,-97446.3,75.1845,0.097
2266000,138,-1410.3,-97446.5,68.9104,0.103
2267000,136,-1394.42,-97430.4,68.9104,0.107
2268000,138,-1409.46,-97427,67.8532,0.088
2269000,142,-1460.58,-97422.9,82.4176,0.112
2270000,144,-1467.91,-97418.1,65.5844,0.102
2271000,145,-1476.47,-97424.3,70.4257,0.1
2272000,147,-1482.11,-97434.9,63.411,0.087
2273000,147,-1500.36,-97436.4,78.0567,0.086
2274000,144,-1467.62,-97414.6,69.0521,0.123
2275000,143,-1453.88,-97404,71.1904,0.098
2276000,143,-1451.31,-97395.2,61.2645,0.089
2277000,143,-1452.93,-97390.4,61.2645,0.095
2278000,144,-1471.43,-97391.5,74.4847,0.098
2279000,142,-1453.8,-97382.3,72.6149,0.103
2280000,146,-1490.25,-97377.6,68.3472,0.095
2281000,145,-1480.54,-97366.2,70.9414,0.09
2282000,141,-1448.72,-97354.2,70.9414,0.095
2283000,144,-1475.33,-97360.4,74.1657,0.091
2284000,145,-1479.68,-97367.6,70.0408,0.105
2285000,144,-1456.84,-97356.4,62.8346,0.133
2286000,147,-1491.65,-97362.2,79.2288,0.085
2287000,146,-1488.23,-97351.2,80.0632,0.096
2288000,149,-1507.15,-97345.4,80.0632,0.102
2289000,146,-1480.41,-97342.6,74.7582,0.115
2290000,144,-1454.04,-97319.6,72.4085,0.113
2291000,145,-1456.38,-97314.8,70.3478,0.109
2292000,146,-1463.69,-97318,70.3478,0.091
2293000,145,-1457.97,-97329.7,71.3252,0.09
2294000,147,-1477.95,-97315.1,71.3252,0.095
2295000,145,-1462.35,-97296.6,74.408,0.095
2296000,144,-1457.24,-97295.5,71.3531,0.096
2297000,143,-1445.82,-97280.1,65.8997,0.11
2298000,140,-1423.41,-97266.1,71.4365,0.114
2299000,142,-1435.56,-97263,68.2339,0.083
2300000,140,-1419.3,-97257.8,66.5129,0.097
2301000,140,-1428.8,-97250.2,72.6756,0.105
2302000,137,-1412.69,-97253.1,77.2948,0.109
2303000,139,-1421.86,-97253.9,67.9465,0.091
2304000,139,-1418.9,-97261.2,67.9465,0.095
2305000,140,-1428.32,-97259.3,64.9104,0.102
2306000,142,-1446.59,-97266.5,67.7668,0.099
2307000,142,-1456.04,-97264.7,74.5757,0.088
2308000,140,-1428.67,-97258.8,67.9143,0.095
2309000,145,-1470.99,-97264.5,72.7162,0.075
2310000,145,-1472.76,-97254.5,72.4074,0.09
2311000,143,-1446.88,-97253.4,67.2048,0.102
2312000,142,-1441.51,-97255.3,72.0823,0.103
2313000,139,-1425.35,-97260,73.7245,0.094
2314000,139,-1430.66,-97242.7,76.92,0.098
2315000,137,-1412.54,-97250.1,78.3392,0.091
2316000,140,-1420.9,-97257.5,67.2464,0.091
2317000,141,-1426.92,-97253.2,67.2464,0.088
2318000,144,-1460.71,-97248.1,79.6741,0.092
2319000,145,-1453.81,-97227.3,69.2869,0.077
2320000,142,-1433.15,-97212.3,72.5862,0.106
2321000,144,-1450.25,-97194.5,72.5862,0.086
2322000,143,-1450.42,-97188.9,78.5433,0.098
2323000,141,-1427.12,-97184.5,69.6049,0.078
2324000,142,-1452.1,-97176,81.0802,0.112
2325000,147,-1485.39,-97173.4,73.7555,0.09
2326000,148,-1509.08,-97173.4,85.9897,0.098
2327000,146,-1474.59,-97159.7,68.0817,0.092
2328000,146,-1478.49,-97169.9,69.142,0.109
2329000,147,-1495.15,-97176,74.1045,0.085
2330000,141,-1454.22,-97175.8,79.7143,0.093
2331000,144,-1476.85,-97181.7,85.1777,0.103
2332000,141,-1441.64,-97167.7,72.6748,0.101
2333000,144,-1447.68,-97160.4,60.2296,0.098
2334000,143,-1444.71,-97163.3,61.417,0.096
2335000,143,-1458.15,-97154.3,74.8347,0.086
2336000,143,-1438.46,-97164.3,62.1449,0.095
2337000,145,-1473.37,-97155.7,75.4202,0.102
2338000,142,-1451.95,-97129.8,78.7955,0.11
2339000,142,-1445.9,-97117,69.2513,0.101
2340000,143,-1452.75,-97105.9,65.5197,0.092
2341000,140,-1443.45,-97087.4,79.3895,0.097
2342000,140,-1437.12,-97103.4,79.3895,0.107
2343000,144,-1458.71,-97106.1,68.1829,0.104
2344000,141,-1438.04,-97095.4,72.0296,0.104
2345000,141,-1459.26,-97090.2,91.6695,0.089
2346000,145,-1472.25,-97083.9,74.056,0.104
2347000,145,-1465.86,-97070.8,68.4899,0.083
2348000,146,-1480.33,-97072,77.1007,0.106
2349000,152,-1528.81,-97064,77.1007,0.093
2350000,152,-1521.88,-97049.5,68.6388,0.085
2351000,148,-1495.31,-97037.8,71.9143,0.107
2352000,148,-1506.94,-97029.3,77.6112,0.108
2353000,150,-1515.69,-97033.3,66.4146,0.115
2354000,149,-1515.35,-97029.6,77.7699,0.1
2355000,148,-1507.5,-97032.3,77.7699,0.089
2356000,150,-1513.63,-97030.4,68.7064,0.089
2357000,149,-1509.42,-97034.5,73.0022,0.098
2358000,150,-1528.65,-97029.7,84.3704,0.122
2359000,149,-1520.53,-97031,84.3704,0.111
2360000,152,-1542.77,-97027,77.7558,0.105
2361000,150,-1524.99,-97024.6,85.9972,0.106
2362000,149,-1512.5,-97011.8,73.5191,0.095
2363000,149,-1513.71,-97010.7,74.9147,0.104
2364000,146,-1489.01,-97007.8,74.5905,0.087
2365000,144,-1473.71,-97019.1,74.5905,0.08
2366000,143,-1469.76,-97009,78.6924,0.086
2367000,144,-1480.11,-97008.1,78.6924,0.095
2368000,145,-1478.26,-96995.9,68.0694,0.097
2369000,143,-1479.59,-96994.7,81.2518,0.088
2370000,141,-1459.78,-96987.5,72.4806,0.108
2371000,142,-1460.16,-96983,64.8625,0.088
2372000,144,-1480.33,-96975.2,69.4485,0.093
2373000,142,-1463.91,-96973.3,71.2225,0.095
2374000,141,-1468.36,-96966.4,82.7279,0.109
2375000,137,-1414.65,-96942.3,63.0967,0.102
2376000,140,-1445.12,-96935.1,72.0796,0.106
2377000,144,-1474.8,-96945.1,71.9692,0.085
2378000,143,-1473.22,-96946.1,74.1869,0.092
2379000,143,-1470.72,-96932.3,69.8874,0.09
2380000,146,-1496.64,-96925.5,70.7836,0.096
2381000,149,-1523.85,-96922.7,74.0173,0.093
2382000,146,-1504.43,-96909.6,79.2639,0.103
2383000,146,-1494.98,-96901.3,72.4228,0.108
2384000,151,-1539.49,-96904.6,76.6706,0.11
2385000,153,-1552.75,-96895.3,74.3033,0.085
2386000,152,-1531.18,-96904.2,73.0374,0.098
2387000,152,-1530.97,-96900.4,73.0374,0.088
2388000,152,-1525.56,-96908.8,73.6036,0.111
2389000,150,-1504.08,-96908.1,66.437,0.079
2390000,150,-1516.63,-96889,71.2699,0.085
2391000,151,-1531.98,-96903.1,71.2699,0.09
2392000,152,-1550.37,-96900.3,82.4543,0.086
2393000,153,-1540.76,-96910.2,64.7542,0.08
2394000,149,-1521.34,-96916.9,72.4145,0.102
2395000,155,-1576.6,-96907.1,87.2128,0.096
2396000,156,-1558.58,-96917.2,71.5884,0.106
2397000,153,-1541.29,-96908.1,79.4524,0.097
2398000,152,-1540.94,-96905.9,79.4524,0.107
2399000,151,-1543.66,-96911.3,85.7952,0.098
2400000,151,-1537.05,-96915.5,75.8879,0.091
2401000,149,-1520.39,-96921.1,73.4645,0.088
2402000,151,-1533.69,-96923.3,75.6297,0.1
2403000,151,-1530.7,-96921.8,70.4964,0.089
2404000,152,-1541.35,-96918.8,70.4964,0.074
2405000,153,-1561.42,-96884.8,82.5094,0.093
2406000,149,-1524.79,-96887,77.1622,0.106
2407000,148,-1498.72,-96882.2,63.6811,0.105
2408000,145,-1481.22,-96868.2,74.6098,0.095
2409000,144,-1474.41,-96886,75.1316,0.111
2410000,143,-1463.7,-96866.6,69.0136,0.101
2411000,141,-1447.8,-96857.9,69.0136,0.083
2412000,135,-1409.45,-96865.5,76.0321,0.115
2413000,135,-1398.59,-96866.2,68.3789,0.079
2414000,137,-1427.67,-96870.3,76.72,0.101
2415000,142,-1463.33,-96876.2,76.72,0.093
2416000,145,-1480.03,-96868.3,71.5825,0.119
2417000,144,-1475.86,-96856.8,72.7937,0.112
2418000,145,-1486.87,-96864.2,71.3218,0.103
2419000,147,-1495.62,-96873.2,61.3405,0.104
2420000,145,-1481.7,-96867.3,69.1485,0.094
2421000,148,-1510.16,-96864.2,69.1485,0.088
2422000,141,-1462.63,-96848.7,73.2739,0.095
2423000,139,-1445.07,-96857.5,70.4144,0.1
2424000,137,-1415.73,-96859.1,57.5393,0.093
2425000,133,-1390.66,-96860.3,62.1523,0.106
2426000,133,-1386.9,-96855.1,63.0586,0.082
2427000,134,-1404.37,-96843.7,69.904,0.084
2428000,135,-1409.35,-96830,63.7055,0.097
2429000,135,-1411.82,-96832.8,65.1765,0.091
2430000,139,-1444.22,-96844,66.444,0.086
2431000,143,-1486.14,-96827.7,68.93,0.104
2432000,143,-1496.75,-96816.1,72.3134,0.074
2433000,145,-1507.07,-96809.7,71.9186,0.097
2434000,147,-1517.87,-96813.3,71.1622,0.096
2435000,148,-1535.28,-96817.1,81.2638,0.09
2436000,149,-1531.93,-96798.3,67.1811,0.106
2437000,149,-1529.02,-96802.4,68.475,0.105
2438000,149,-1531.22,-96813.2,72.0432,0.085
2439000,148,-1521.79,-96807.8,74.3903,0.101
2440000,148,-1520.9,-96797.1,69.9549,0.097
2441000,152,-1551.28,-96795.4,69.9549,0.108
2442000,149,-1525.37,-96801.4,66.1752,0.092
2443000,147,-1503.38,-96805.1,66.1752,0.114
2444000,146,-1493.3,-96784.3,66.9733,0.094
2445000,147,-1518.01,-96778.3,89.6968,0.089
2446000,139,-1443.57,-96770.8,74.5132,0.091
2447000,137,-1423.9,-96755.4,65.4411,0.12
2448000,139,-1441.72,-96766,68.4719,0.107
2449000,140,-1446.03,-96745,64.3513,0.107
2450000,139,-1443.18,-96732.6,71.9954,0.108
2451000,141,-1461.82,-96722.8,75.6554,0.092
2452000,140,-1453.18,-96731.2,73.6251,0.1
2453000,142,-1465.9,-96729.5,69.0101,0.086
2454000,147,-1518.49,-96730.7,75.1645,0.111
2455000,149,-1533.96,-96727.7,78.0009,0.097
2456000,150,-1545.63,-96732.1,78.3565,0.11
2457000,150,-1545.32,-96718.4,81.3331,0.09
2458000,149,-1537.75,-96717.1,79.5925,0.094
2459000,146,-1504.87,-96715.9,76.2771,0.107
2460000,151,-1545.65,-96725.7,81.937,0.1
2461000,151,-1550.43,-96724.9,86.3191,0.113
2462000,148,-1527.65,-96725.6,91.1446,0.09
2463000,147,-1511.02,-96726.9,87.3349,0.095
2464000,147,-1493.88,-96723.3,67.5086,0.092
2465000,145,-1486.21,-96713.6,72.9067,0.114
2466000,142,-1463.39,-96706.3,74.8153,0.098
2467000,143,-1467.7,-96704.9,67.211,0.11
2468000,140,-1442.52,-96705.2,71.6043,0.102
2469000,144,-1477.31,-96710.2,76.5251,0.098
2470000,145,-1472.52,-96724.5,63.1679,0.085
2471000,147,-1510.13,-96734.5,81.2203,0.101
2472000,146,-1496.91,-96724.3,70.7602,0.099
2473000,144,-1490.03,-96714.8,78.6153,0.101
2474000,141,-1460.04,-96718.4,73.9011,0.098
2475000,144,-1477.02,-96718.4,72.129,0.084
2476000,145,-1486.77,-96724.3,72.129,0.084
2477000,143,-1482.08,-96716.3,79.16,0.094
2478000,144,-1471.74,-96706,58.1408,0.108
2479000,143,-1470.29,-96712.8,71.3458,0.108
2480000,145,-1485.37,-96695.5,71.3458,0.095
2481000,147,-1499.46,-96685.7,71.3458,0.097
2482000,146,-1497.18,-96684.1,73.3877,0.092
2483000,149,-1513.76,-96676.9,69.1506,0.094
2484000,150,-1522.75,-96671.1,70.4007,0.104
2485000,144,-1480.74,-96660,79.3811,0.096
2486000,142,-1452.83,-96653.8,71.6749,0.109
2487000,139,-1426.36,-96656,66.2858,0.097
2488000,141,-1445.17,-96662,66.2858,0.094
2489000,142,-1465.45,-96666.3,79.627,0.091
2490000,144,-1481.78,-96652.3,74.6554,0.102
2491000,142,-1460.89,-96649.4,71.5479,0.097
2492000,141,-1453.36,-96645.6,76.6774,0.09
2493000,140,-1442.01,-96641.5,75.3813,0.111
2494000,140,-1434.94,-96629.6,65.6906,0.087
2495000,143,-1461.01,-96641.2,65.6906,0.102
2496000,141,-1440.46,-96633.7,61.3684,0.116
2497000,139,-1437.44,-96626.8,75.0464,0.09
2498000,141,-1449.3,-96614.8,66.4072,0.087
2499000,141,-1441.95,-96610.4,58.1434,0.095
2500000,142,-1460.48,-96609.2,70.4874,0.097
2501000,142,-1458.84,-96605.4,66.5134,0.096
2502000,140,-1451.4,-96602.9,68.8423,0.086
2503000,143,-1483.1,-96608,69.9907,0.096
2504000,139,-1446.56,-96605.2,66.8776,0.089
2505000,142,-1479.85,-96589.9,79.8813,0.092
2506000,138,-1435.11,-96582.3,70.66,0.102
2507000,139,-1432.55,-96571.5,66.9739,0.086
2508000,138,-1431.56,-96566.9,71.3014,0.084
2509000,139,-1441.06,-96567.2,77.2659,0.1
2510000,140,-1429.94,-96545.6,58.4718,0.1
2511000,142,-1456.49,-96542.2,67.3174,0.087
2512000,144,-1477.21,-96539.2,71.2399,0.09
2513000,141,-1456.38,-96542.6,70.7587,0.099
2514000,142,-1459.54,-96548.9,70.7587,0.086
2515000,140,-1462.57,-96548.3,85.834,0.09
2516000,135,-1399.22,-96544.2,60.3268,0.093
2517000,133,-1392.55,-96554.3,69.259,0.098
2518000,135,-1390.3,-96555.7,67.8519,0.103
2519000,135,-1392.39,-96548.5,71.7131,0.094
2520000,133,-1379.53,-96558.1,67.4689,0.086
2521000,130,-1360.12,-96558.8,67.4689,0.11
2522000,132,-1383.73,-96548.6,65.2523,0.099
2523000,130,-1360.43,-96539.3,64.183,0.096
2524000,134,-1392.57,-96535.1,60.3278,0.084
2525000,137,-1425.98,-96532.8,70.8395,0.079
2526000,141,-1460.31,-96532.5,68.4821,0.114
2527000,135,-1414.39,-96538.9,71.9662,0.084
2528000,134,-1406.56,-96538,71.9662,0.088
2529000,131,-1382.48,-96533.3,70.295,0.096
2530000,136,-1422.56,-96539.4,73.8083,0.084
2531000,134,-1396.56,-96524.4,67.234,0.088
2532000,133,-1390.54,-96524.6,72.1549,0.104
2533000,127,-1335.7,-96501.4,66.8962,0.087
2534000,127,-1328.96,-96511,58.4751,0.094
2535000,127,-1342.98,-96506.9,70.4928,0.091
2536000,128,-1351.76,-96509.7,69.0827,0.088
2537000,128,-1343.49,-96511.3,65.1748,0.087
2538000,130,-1375.58,-96510.2,70.661,0.088
2539000,132,-1380.97,-96516.7,66.6323,0.093
2540000,128,-1346.6,-96506.6,60.5138,0.098
2541000,129,-1373.47,-96511,76.1704,0.084
2542000,130,-1382.82,-96504.3,78.8185,0.068
2543000,133,-1393.18,-96497.6,70.0237,0.092
2544000,135,-1408.85,-96495.3,66.5705,0.088
2545000,133,-1392.1,-96506.2,69.1466,0.088
2546000,138,-1427.57,-96516.7,67.4703,0.106
2547000,140,-1443.78,-96519.4,68.2109,0.084
2548000,142,-1458.81,-96529.5,71.7521,0.097
2549000,141,-1450.54,-96524.3,69.4987,0.094
2550000,143,-1461.22,-96523.8,69.3174,0.103
